id,qno,chapter,questionType,stem,optionA,optionB,optionC,optionD,optionE,correctAnswer,analysis,difficulty,source,isActive
q_01311,52,第五章 电力辅助服务市场,judge,"参与国家指令性计划、地方政府协议以及跨省跨区市场化交易的送电发电机组按国 家计划、地方政府协议送电量优先发电,暂不承担辅助服务义务。 ( )",,,,,,错误,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01312,53,第五章 电力辅助服务市场,judge,"因为发电机组提供有功功率辅助服务和电能量都占用发电机组容量,因此互为机会 成本。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01313,54,第五章 电力辅助服务市场,judge,"电力辅助服务市场的建设提升了火电机组参加灵活调节的积极性,降低了新能源弃 电率,促进了节能减排。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01314,55,第五章 电力辅助服务市场,judge,"委托代理参与方式是电力用户可由代理其参与电力中长期交易的售电公司,或聚合 商、虚拟电厂签订委托代理协议,按照公平合理原则协商确定补偿和分摊方式,参与电力 辅助服务。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01315,56,第五章 电力辅助服务市场,judge,参与国家指令性计划、地方政府协议以及跨区跨省市场化交易的送电发电机组按照 跨区跨省电力交易标准和要求参与电力辅助服务管理。 ( ),,,,,,错误,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01316,57,第五章 电力辅助服务市场,judge,"电力调度机构应及时向电力交易机构按信息类型推送考核、补偿和分摊公示信息, 由电力交易机构于次月4日之前向所有市场主体公示。 ( )",,,,,,错误,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01317,58,第五章 电力辅助服务市场,judge,"与电力用户开展跨区跨省""点对点""电能量交易的发电机组参与辅助服务管理, 应当获得相应的电力辅助服务补偿。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01318,59,第五章 电力辅助服务市场,judge,"电力交易机构遵照电力辅助服务管理实施细则和市场交易规则,负责电力辅助服务 的选取、调用、计量和费用计算、数据统计、公示、核对、技术支持系统建设运行。",,,,,,错误,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01319,60,第五章 电力辅助服务市场,judge,"为保证电力系统平衡和安全,电力辅助服务应按照国家、行业有关标准或规定进行 选取和调用。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01320,61,第五章 电力辅助服务市场,judge,"并网主体参与有偿电力辅助服务时,应根据其提供电力辅助服务的种类和性能,按 照公平公正公开原则,制定统一的补偿或分摊标准。 ( )",,,,,,错误,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01321,62,第五章 电力辅助服务市场,judge,"现货市场运行期间,已通过电能量市场机制完全实现系统备用功能的,原则上不再 设置与现货市场并行的备用辅助服务晶种。 ( )",,,,,,错误,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01322,63,第五章 电力辅助服务市场,judge,"省级以下电力调度机构直接调度的并网主体(含自备电厂),具备相关调度、计 量、结算等要求的,可通过独立单元、聚合商和第三方代理等形式,纳入所在地电力辅助 服务管理实施细则或市场交易规则的管理范围。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01323,64,第五章 电力辅助服务市场,judge,"电力用户签订的带负荷曲线电能量交易合同中应明确承担电力辅助服务的责任和费 用等相关条款,并满足所参与电力辅助服务的技术要求,参照发电企业标准进行补偿和分 摊,随电力用户电费一并结算。 ( )",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01324,65,第五章 电力辅助服务市场,short,"调度机构负责通过信息披露平台向所有市场主体披露相关考核和补偿结果,制定信 息披露标准格式,开放数据接口。 ( ) e l.电力辅助服务的作用是什么? e2.根据《电力辅助服务管理办法》 (国能发监管规〔2021〕 61号),电力辅助服务可由 哪些主体提供? 备电厂等发电侧并网主体,电化学、压缩空气、飞轮等新型储能,传统高载能工业负荷、 工商业可中断负荷、电动汽车充电网络等能够响应电力调度指令的可调节负荷(含通过聚 合商、虚拟电厂等形式聚合)等主体提供。",,,,,,电力辅助服务可由火电、水电、核电、风电、光伏发电、光热发电、抽水蓄能、自,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01325,3,第五章 电力辅助服务市场,short,"什么是备用电力辅助服务? 力,并在规定的时间内响应调度指令所提供的服务。",,,,,,"备用是指为保证电力系统可靠供电,在调度需求指令下,并网主体通过预留调节能",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01326,4,第五章 电力辅助服务市场,short,"什么是无功平衡电力辅助服务? 主体根据调度下达的电压、无功出力等控制调节指令,通过自动电压控制(Avc)、调相运 行等方式,向电网注入、吸收无功功率,或调整无功功率分布所提供的服务。",,,,,,"无功平衡服务即电压控制服务。电压控制服务是指为保障电力系统电压稳定,并网",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01327,5,第五章 电力辅助服务市场,short,"什么是转动惯量电力辅助服务? 化率的快速正阻尼,阻止系统频率突变所提供的服务。",,,,,,"转动惯量是指在系统经受扰动时,并网主体根据自身惯量特性提供响应系统频率变",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01328,6,第五章 电力辅助服务市场,short,什么是黑启动服务? 力的发电机组或抽水蓄能、新型储能等所提供的恢复系统供电的服务。,,,,,,"黑启动是指电力系统大面积停电后,在无外界电源支持的情况下,由具备自启动能",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01329,7,第五章 电力辅助服务市场,short,"什么是一次调频和二次调频? 新能源和储能等并网主体通过快速频率响应,调整有功出力减少频率偏差所提供的服务。 二次调频是指并网主体通过自动功率控制技术,包括自动发电控制(AGC)、自动功率控制 (APc)等,跟踪电力调度机构下达的指令,按照一定调节速率实时调整发用电功率,以满 足电力系统频率、联络线功率控制要求的服务 e",,,,,,"一次调频是指当电力系统频率偏离目标频率时,常规机组通过调速系统的自动反应、",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01330,8,第五章 电力辅助服务市场,judge,"什么是爬坡电力辅助服务? 具备较强负荷调节速率的并网主体根据调度指令调整出力,以维持系统功率平衡所提供的 服务 e",,,,,,正确,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01331,9,第五章 电力辅助服务市场,short,事故应急及恢复服务包括哪些电力辅助服务?,,,,,,事故应急及恢复服务包括稳定切机服务、稳定切负荷服务和黑启动服务。,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01332,10,第五章 电力辅助服务市场,short,"根据《电力辅助服务管理办法》 (国能发监管规〔2021〕 61号),电力用户可采取哪 些方式参与电力辅助服务? 调节负荷,根据系统运行需要和自身情况,响应电力调度机构调节指令,调节自身用电负 荷曲线,提供电力辅助服务,并参与电力辅助服务补偿和分摊。 (2)委托代理参与方式:电力用户可由代理其参与电力中长期交易的售电公司,或聚合商、 虚拟电厂签订委托代理协议,按照公平合理原则协商确定补偿和分摊方式,参与电力辅助 服务。聚合商、虚拟电厂参与方式同电力用户独立参与 e Ⅱ.根据《电力辅助服务管理办法》 (国能发监管规〔2021〕 61号),简述电力辅助服务 补偿费用的分摊原则。 用户等所有并网主体共同分摊,逐步将非市场化电力用户纳入补偿费用分摊范围。 (2)原则上,为特定发电侧并网主体服务的电力辅助服务,补偿费用由相关发电侧并网主 体分摊。 (3)为特定电力用户服务的电力辅助服务,补偿费用由相关电力用户分摊。",,,,,,"(1)为电力系统运行整体服务的电力辅助服务,补偿费用由发电企业、市场化电力",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01333,12,第五章 电力辅助服务市场,short,"《电力辅助服务管理办法》 (国能发监管规〔2021〕 61号)对跨区跨省配套电源机组 参加电力辅助服务有何规定? 务,不重复参与送、.受两端电力辅助服务管理。",,,,,,跨区跨省送电配套电源机组原则上根据调度关系在送端或受端电网参与电力辅助服,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01334,13,第五章 电力辅助服务市场,short,"根据《电力辅助服务管理办法》 (国能发监管规〔2021〕 61号),电力用户电力辅助 服务费用的补偿和分摊有哪些方式? (1)电力用户宜接承担方式:与电力用户开展电能量交易的发电企业相应交易电量不再参 与电力辅助服务费用分摊,由电力用户按照当地实施细则有关规定分摊电力辅助服务费用。 (2)电力用户经发电企业间接承担方式:电力用户与发电企业开展电能量交易时约定交易 电价含电力辅助服务费用的,发电企业相应交易电量应继续承担电力辅助服务费用分摊。 电力用户也可与发电企业自行约定分摊比例,在各自电费账单中单独列支。",,,,,,费用补偿和分摊可采取以下两种方式。,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01335,14,第五章 电力辅助服务市场,short,"根据《电力辅助服务管理办法》 (国能发监管规(2021〕 61号),圃定补偿方式和市 场化补偿形成机制确定补偿标准时应遵循什么原则? 等因素,按""补偿成本、合理收益""的原则确定补偿力度;市场化补偿形成机制应遵循考 虑电力辅助服务成本、合理确定价格区间、通过市场化竞争形成价格的原则。 ゜ 1s.电力辅助服务市场的设计原则是什么? 回成本,还要保障其合理的利润。另外,也应考虑辅助服务使用者的承受能力。",,,,,,"电力辅助服务市场遵循""谁受益、谁承担""的原则。市场定价机制应保证供应者收",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01336,16,第五章 电力辅助服务市场,short,"省级深度调峰、启停调峰市场在什么情况下启动? 生能源无法实现全额保障性消纳,可能导致弃电或向省外售电,或购买其他省负备用辅助 服务。 当预计系统负备用不足且深度调峰交易无法满足电网调峰需求时,可启动启停调峰交易0 e",,,,,,启动深度调峰市场交易一般应满足以下条件之一一是系统负备用不足;二是可再,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01337,17,第五章 电力辅助服务市场,short,"市场主体对辅助服务考核、补偿和分摊等情况存在异议时,如何处理? 由电力交易机构于次月10日之前向所有市场主体公示。并网主体对公示有异议的,应在3 个工作日内提出复核。电力调度机构在接到并网主体问询的3个工作日内,应进行核实并 予以答复。并网主体经与电力调度机构协商后仍有争议的,可向国家能源局派出机构提出 申诉。无异议后,由电力调度机构执行,并将结果报国家能源局派出机构 e",,,,,,"电力调度机构应及时向电力交易机构按信息类型推送考核、补偿和分摊公示信息,",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01338,18,第五章 电力辅助服务市场,short,"根据《华中省间电力调峰及备用辅助服务市场运营规则》 (华中监能市场〔2022〕 229号),省间调峰辅助服务交易和省间备用辅助服务交易分别指什么? 场化方式开展的日前、日内调峰资源跨省调用。 省间备用辅助服务交易是指省内备用资源无法满足省网电力平衡所需的备用容量预留 要求时,以市场化方式开展的备用资源跨省共享,包括备用容量跨省预留和调用。",,,,,,"省间调峰辅助服务交易是指在省内调峰资源无法满足省网调峰需要的情况下,以市",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01339,1,第五章 电力辅助服务市场,essay,"电力辅助服务的提供来源有哪些? 备,在核电占比较高的国家和地区,核电机组也是辅助服务的提供来源。随着技术进步, 可再生能源不仅作为电能量的生产者、辅助服务的使用者,也可以通过调节发电出力在必 要时提供辅助服务,电储能装置的引入,使其可控性得以大幅改善。远端电源也可以利用 科学的调控手段参与提供辅助服务,在必要时为系统安全运行提供支持。 (2)电网方面:电网侧的Svc、调相机等装置,可以发挥辅助服务资源的作用。 (3)储能方面:储能装置包含抽水蓄能、电化学储能、飞轮储能、压缩空气储能等多种形 式,通过控制电能与化学能、动能、势能等能量形式的转化,实现电能的吸纳和释放。由 于部分电储能装置充放电过程相对于传统机组更为快速,控制也更为精确,已应用于改善 电网调频效果、平滑间歇性能源出力、负荷跟踪等方面。 (4)需求侧方面:需求响应一方面结合电储能装置,另一方面由负荷集成商对成规模的可 控负荷集中控制,通过施加一定的控制策略,在满足日常生产生活需求的同时,发挥整体 调节潜力。可进一步采用""虚拟电厂""将分布式发电机组、可控负荷和分布式储能设施有 机结合,辅以配套的调控技术、通信技术成为对各类分布式能源进行整合调控的载体,作 为一个特殊电厂参与电力辅助服务市场和电网运行。",,,,,,"(1)电源方面传统上,辅助服务的提供来源主要为水电机组、火电机组和电网设",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01340,2,第五章 电力辅助服务市场,essay,"论述电能量与辅助服务联合出清和独自出清的差异。 物理性约柬;独立出清则先后分别考虑各自的目标和约柬。联合出清模式中辅助服务的出 清价格排序依据是满足各种约柬下,辅助服务申报价格以及在电能量市场未中标的机会成 本之和;独立出清的辅助服务出清价格排序依据是满足各种约柬下,辅助服务的申报价格。 (2)对市场资源配宜效率影响的差异。电能量与辅助服务独立出清模式下,由于调频市场 与电能量市场的出清目标分离优化,系统整体的机会成本会部分淹没,社会效益将低于联 合优化情况。而且独立出清模式下可能会出现价格倒置的问题,即低质量的备用价格可能 高于其他高质量的辅助服务晶种的价格;分离交易辅助服务的结果,虽然可以使购买每种 单独辅助服务晶种的成本最低,但不一定能将购买所有辅助服务晶种的总成本降至最低, 若调用高效率低价格的机组提供辅助服务,则需调用一些低效率高价格的机组来提供电能 量,这可能会增加电能量的价格。电能量与辅助服务联合出清模式下,对电能量、调频、 备用的调用整体遵循实现系统整体社会福利最大的原则,这可以实现最经济的电能量与辅 助服务安排、最大化市场资源配置效率。 (3)技术实现难度、市场运蕾复杂度、监管难度的差异。一般在市场建设初期考虑采用独 立出清模式,因为其出清逻辑相对简单,实施和运行相对容易,市场成员更容易理解市场 规则并作出正确决策,市场管理者易于追溯运行结果,市场监管机构容易监督市场。联合 优化需要考虑的因素与约柬条件较多,对市场运营机构的出清组织、安全校核工作、结果 合理性分析,以及市场成员成熟等提出了更高要求。",,,,,,(1)出清定价原理的差异。联合出清模式同步考虑电能量、辅助服务的经济性目标、,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01341,3,第五章 电力辅助服务市场,essay,"为什么要建立电力辅助服务市场? 要求市场主体无偿提供或无条件使用辅助服务,必须以市场手段发现每一项辅助服务的价 格,厘清各辅助服务提供者的贡献、各使用者使用了哪些辅助服务、使用量和费用是多少 等,通过市场进一步还原电力商品属性。 近年来,电网结构、电源结构发生重大变化。风电、光伏等新能源快速发展,其出力 的不稳定性和不确定性对电网辅助服务提出了额外的要求。同时,用电结构变化导致峰谷 差日益加大,对调峰服务的需求增加,辅助服务提供者为此付出了更多的成本,需要通过 市场方式得到回报并获取一定利润。建立电力辅助服务市场,将推动煤电企业由电量型向 电力型的转型,有利于可再生能源通过市场方式获得更大发电空间,促进可再生能源的消 纳和利用。",,,,,,"电力辅助服务市场是电力市场体系中的一部分。电力是商品,在电力市场中,不能",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01342,4,第五章 电力辅助服务市场,essay,"电力辅助服务市场与""两个细则""有什么区别? 称""两个细则"")相比,建立辅助服务市场,一是在辅助服务供应侧改变了由调度指定提供 者的方式,形成竟争机制,通过市场竞争确定辅助服务的提供者,实现市场对资源的优化 配置;二是以总服务费最低为原则,通过市场发现辅助服务的价格,反映其真实价值;三 是在辅助服务使用侧, ""两个细则""中以月度为考核周期,由于周期较长,辅助服务的提供 者与使用者身份可能出现转换,提供量与使用量可能变化,难以反映真实的状况,辅助服 务市场以较小的交易周期(如每15mh或更短周期)进行交易和结算,可以清晰地区分出 交易周期内服务的提供者、使用者及其量、费。 目前,各省电力辅助服务市场以调峰、调频为主要交易品种,无功电压调节、黑启动 等暂未纳入辅助服务市场。已纳入辅助服务市场的,一般在″两个细则″中不再重复补偿 及考核,未纳入的,仍执行″两个细则″相关规定。",,,,,,与传统的《并网发电厂辅助服务管理实施细则》和《发电厂并网运行管理细则》 (简,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01343,5,第五章 电力辅助服务市场,essay,"调峰属于辅助服务市场范畴吗? 基本调峰是指机组在规定的最小技术出力到额定出力范围内,为了跟踪负荷的峰谷变化而 有计划的、按照一定调节速度进行的出力调整。深度调峰是指机组在规定的最小技术出力 水平以下进行的出力调整。各地对基本调峰负荷率的规定有所不同,一般为50%一60%。 启停调峰一般是指机组为满足电网调峰需求,在24小时内从停机解列到启动并网的一次运 行状态转换。 从某种意义上说,基本调峰和深度调峰属于电能量市场的范畴。但是,火电机组深度 调峰运行时,煤耗率远高于基本调峰,且长时间深度调峰对火电机组本身运行不利,易导 致机组发生故障,降低设备寿命,增加检修费用:启停调峰也需要付出高额成本。这些额 外的调峰服务需要通过市场方式得到应有的回报。因此,现阶段将深度调峰、启停调峰纳 入辅助服务市场有一定的合理性,将来可以考虑与现货市场相衔接。",,,,,,火电机组调峰按其调峰幅度可以分为基本调峰和深度调峰、启停调峰三种运行方式。,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01344,6,第五章 电力辅助服务市场,essay,"如何考虑抽水蓄能机组在深度调峰市场交易的出清顺序? 虑优先启用抽水蓄能机组。 抽水蓄能机组在实现能量转换时存在能量损失,在一个抽水、发电的循环运行过程中, 抽水电量大于发电电量,其效率一般为75%左右,即抽水、发电损耗约为25%。但是,抽 水蓄能机组在电网调峰、备用等方面具有较大的灵活性,在深度调峰市场优先调用抽水蓄 能机组不仅在低谷起到提升负荷水平的作用,而且可以作为高峰时段的重要电源,在全天 的电力平衡充分发挥作用,并且可以作为电网的事故备用。对于峰谷差大,火电低负荷运 行持续时间长的地区,抽水蓄能机组的合理运用,可以减少火电机组的开机台数,改善在 网运行火电工况,提高运行效率,降低煤耗。此外,长时间深度调峰对火电机组本身运行 不利,易导致机组发生故障,降低设备寿命,增加检修费用;火电机组深度调峰还可能影 响排放指标,锅炉低负荷运行情况下,可能存在氮氧化物排放超标问题。 因此,在深度调峰市场可以根据需要优先启用抽水蓄能机组,但是在有其他市场主体 报价时,应考虑优先启用的抽水蓄能机组作为价格接受者参与市场。",,,,,,"抽水蓄能组在深度调峰市场可以与火电等其他市场主体按报价统一出清,也可以考",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01345,7,第五章 电力辅助服务市场,essay,"申报设备容量不满足电网深度调峰需求或启停调峰需求时,如何处理? 求时,可根据规则,以调峰总服务费最低为原则,逐档强制调用未申报机组的深度调峰能 力。被强制调用机组按该交易时段内同负荷率区间申报机组最低报价结算。如同负荷率区 间无报价,则按相邻的上个区间最低报价结算。如无机组申报,可无偿强制调用机组。 如参与启停调峰的申报机组均已调用,仍不能满足电网调峰需求,可根据规则强制调用未 申报机组。被强制调用机组按该交易时段同一容量等级火电机组最低报价结算。如无机组 申报,可无偿强制调用机组。",,,,,,"一般来说,当所有参与深度调峰的申报设备容量均已调用,仍不能满足电网调峰需",暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01346,1,第六章 市场合同,single,"现货市场模式主要分为分散式和集中式两种。其中,分散式主要以( )为基础",中长期实物合同,中长期差价合同,用户协商合同,市场统一圃定模板合同,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01347,2,第六章 市场合同,single,"现货市场模式主要分为分散式和集中式两种。其中,集中式主要以( )为基础",中长期实物合同,中长期差价合同,用户协商合同,市场统一圃定模板合同,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01348,3,第六章 市场合同,single,"可靠性合同能够向发电商提供激励,促使他们新建发电容量实现用户期望的供电 ( )",电能质量,可靠性目标,时间,电能价格,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01349,4,第六章 市场合同,multiple,厂网间购售电合同指( )与( )根据政府电力主管部门下达的年度计划电 量签订的交易合同,发电企业,售电公司,电网企业,电力用户,,AC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01350,5,第六章 市场合同,single,"执行政府定价或者政府指导价的,在合同约定的交付期限内政府价格调整时,按照 )的价格计价 (",签订时,约定时,成立时,交付时,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01351,6,第六章 市场合同,single,"合同的权利义务关系终止,不影响合同中( )和清理条款的效力",仲裁,免责,结算,格式,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01352,7,第六章 市场合同,single,"供用电合同的履行地点,按照当事人约定:当事人没有约定或者约定不明确的, ー、不定项选择题 )为履行地点 (",合同签订地,供电人所在地,供电设施的产权分界处,用电人所在地,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01353,8,第六章 市场合同,single,"当事人在订立合同过程中知悉的商业秘密或者其他应当保密的信息, ( )不得泄 露或者不正当地使用;泄露、不正当地使用该商业秘密或者信息,造成对方损失的,应当 承担赔偿责任",合同成立前,合同成立后,无论合同是否成立,合同解除前,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01354,9,第六章 市场合同,single,"市场主体应当指定专人管理( ),并妥善保管相关合同数据",电子秘钥,电子签章,电子合同,电子签名,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01355,10,第六章 市场合同,single,"根据《售电公司管理办法》 (发改体改规〔2021〕 15筛号),因触发保底服务对批发 合同各方、电力用户造成的损失由( )承担",容量效益裕度,电量效益裕度,电力效益裕度,可用输电容量,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01356,12,第六章 市场合同,single,输配电合同为( )承担电力交易输配电责任、与各类市场主体之间的三方合同,发电企业,电网企业,售电公司,配售电企业,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01357,13,第六章 市场合同,multiple,"《购售电合同》终止后,有关( )在合同终止后仍然有效",争议解决,经济补偿,违约责任,保密条款 O,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01358,14,第六章 市场合同,single,"依据《国家发展改革委办公厅关于组织开展电网企业代理购电工作有关事项的通 知》 (发改办价格〔2021〕 809号),电网企业首次代理工商业用户购电时,应至少提前1个 月通知用户,期间应积极履行告知义务,与电力用户签订( )",发用电合同,购售电合同,零售合同,代理购电合同,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01359,15,第六章 市场合同,multiple,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022〕 26号),跨区跨省电力中长期交易中,电网企业依据跨区跨省优先发电计划,作为 购电方,签订( )及( );作为输电方,签订和履行交易合同",发用电合同,购售电合同,厂网间优先发电合同,跨区跨省交易合同,,CD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01360,16,第六章 市场合同,single,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022〕 26号),市场主体无法履约的,应至少提前( )天以书面形式告知电网企业、 售电公司、发电企业、电力交易机构等相关方,将所有已签订的购售电合同履行完毕或转 让,并处理好相关事宜",45,30,15,10,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01361,17,第六章 市场合同,single,"跨区跨省交易结柬后,交易组织方不需要及时发布( )",交易电量,交易价格,交易时间,合同签订时间,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01362,18,第六章 市场合同,single,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022〕 26号),北京电力交易中心分类汇总执行日之前的所有跨区跨省交易合同电量及电 力曲线并推送至( ),推送时间统筹考虑生产计划安排所需时间",市场管理委员会,电力调度机构,国调中心,能源监管办,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01363,19,第六章 市场合同,multiple,"合同的内容由当事人约定,条款一般包括( )",违约责任,解决争议的方法,履行期限、地点和方式,价款或者报酬 O,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01364,20,第六章 市场合同,single,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022) 26号),以年度优先发电计划合同和年度市场化交易分月电量及电力曲线作为月度 交易边界,开展月度双边协商和集中交易,市场主体须签订( )",电力曲线合同,电价合同,优先发电计划合同,分月电量合同,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01365,21,第六章 市场合同,multiple,合同中免责条款无效的情形包括( ),当事人超越经营范围的,造成对方人身损害的,超越权限订立的,因故意或者重大过失造成对方财产损失的 O,,BD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01366,22,第六章 市场合同,single,"规范签订《购售电合同》,合同内容应( ),约定购售电双方的权利、义务和违 约责任",依法合规、公平对等,优先考虑地方政府利益,优先考虑国有发电企业利益,优先考虑电网公司利益,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01367,23,第六章 市场合同,single,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022〕 26号),交易各方可根据电力供需形势变化,经协商一致,通过交易平台对交易合 同中未发生的交易电量和分月安排等内容,在( )通过合同交易进行调整;在不影响 第三方利益的前提下,可在北京电力交易中心组织下协商调整合同条款,各方对变更条款 进行确认",合同执行周期前,合同执行周期内,合同执行周期后,合同结算前,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01368,24,第六章 市场合同,single,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022〕 26号),跨区跨省输电工程停运期间,跨区跨省输电工程配套电源( )通过市 场化方式参与其他跨区跨省通道交易,执行市场化交易合同曲线",经市场管理委员会同意后,经国家能源局派出机构同意后,可以,不可以,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01369,25,第六章 市场合同,single,"根据《北京电力交易中心跨区跨省电力中长期交易实施细则(修订稿)》 (京电交市 〔2022〕 26号),月度交易开市前,相关市场主体可参与合同交易。原则上,合同转让交易 只能对( )及后续月份的年度(多月)交易合同分解电量及电力曲线进行转让",月前,当月,次月,月内,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01370,26,第六章 市场合同,multiple,"根据《北京电力交易中心绿色电力交易实施细则(修订稿)》 (京电交市〔2023〕 44 号),电力用户或售电公司与发电企业签订绿色电力交易合同,应明确( )等事项",购售方,交易电量(电力),电价及偏差补偿,免责条款,,BC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01371,27,第六章 市场合同,single,"根据《售电公司管理办法》 (发改体改规〔2021〕 15的号),售电公司被强制退出, 其所有已签订但尚未履行的购售电合同优先通过( )的方式处理",自主协商,以转让、拍卖等方式转给其他售电公司,零售用户与其他售电公司重新签订,由保底售电公司代理 O,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01372,28,第六章 市场合同,single,"根据《售电公司管理办法》 (发改体改规〔2021〕 15蚂号),自愿退出售电公司对继 续履行购售电合同确实存在困难的,其批发合同及电力用户按照有关要求( )",由保底售电公司承接,自动解约,以转让、拍卖等方式转给其他售电公司,公开竟价,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01373,29,第六章 市场合同,single,"根据《售电公司管理办法》 (发改体改规〔2021〕 1595号),执行保底零售价格满一 个月后,电力用户可自主选择与其他售电公司(包括保底售电公司)协商签订新的 ( )",供用电合同,电量合同,代理购电合同,零售合同,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01374,30,第六章 市场合同,single,"根据《电力中长期交易基本规则》 (发改能源规〔2020〕 889号),参加市场化交易 的电力用户,允许在合同期满的( ),按照准入条件参加批发或零售交易",下一个季度,下一个月,下一个年度,本年度,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01375,31,第六章 市场合同,single,"根据《电力中长期交易基本规则》 (发改能源规〔2020〕 889号),完成市场注册且 已开展交易的电力用户,合同期满后未签订新的交易合同但发生实际用电时,不再按照 )电价结算 (",政府目录,集中竟价交易,市场交易均价,中长期交易,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_01376,32,第六章 市场合同,single,"电能量批发市场的中长期合约按照中长期合同约定价格结算时,日前市场出清曲线 与中长期合约偏差部分按照( )价格结算,实际执行曲线与日前市场出清曲线偏差部 分按照实时市场价格结算",中长期合约,实际执行曲线,日前市场出清,日前市场出清曲线,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
